index,x_mm,y_mm,z_mm
749,37.71890,-5.27566,10.32600
750,44.09782,-3.33425,10.32600
751,43.54313,-1.67019,10.32600
752,61.84783,-0.56081,10.32600
753,52.69548,-37.44756,10.63800
754,63.23455,-35.78350,10.63800
755,28.84390,-33.56475,10.63800
756,26.62514,-31.90068,10.63800
757,67.67206,-31.34599,10.63800
758,70.16815,-29.95927,10.63800
759,48.81266,-28.57256,10.63800
760,54.08220,-26.63115,10.63800
761,72.38690,-25.52177,10.63800
762,53.80486,-24.13505,10.63800
763,34.39078,-22.47099,10.63800
764,53.25017,-20.52958,10.48200
765,34.39078,-18.86552,10.48200
766,37.99625,-17.20145,10.63800
767,23.85171,-16.09208,10.48200
768,40.21500,-14.98270,10.63800
769,38.82828,-12.76395,10.48200
770,61.29314,-11.65457,10.63800
771,41.04703,-8.60379,10.63800
772,47.14860,-6.66238,10.48200
773,45.76188,-4.99832,10.63800
774,44.92985,-3.61160,10.63800
775,54.35954,-1.94753,10.63800
776,61.57049,-0.83816,10.63800
777,47.70329,-37.44756,10.95000
778,37.71890,-35.78350,10.95000
779,33.28140,-34.11943,10.95000
780,40.21500,-32.17803,10.95000
781,48.53532,-31.06865,10.95000
782,27.17983,-29.95927,10.79400
783,46.03922,-29.12724,10.95000
784,35.22281,-27.18583,10.95000
785,60.46111,-26.35380,10.95000
786,52.14079,-24.68974,10.95000
787,70.72284,-23.30302,10.95000
788,29.39858,-21.63896,10.79400
789,49.09001,-20.52958,10.95000
790,53.25017,-18.86552,10.79400
791,38.27359,-17.75614,10.79400
792,62.40252,-17.20145,10.95000
793,24.12905,-15.53739,10.95000
794,34.39078,-14.70536,10.95000
795,25.51577,-12.48660,10.95000
796,41.04703,-11.09988,10.79400
797,44.65250,-9.43582,10.95000
798,50.75407,-7.77176,10.95000
799,34.39078,-5.83035,10.95000
800,47.98063,-4.44363,10.95000
801,62.67986,-2.77956,10.79400
802,58.51970,-1.11550,10.95000
803,44.37516,-38.00225,11.26200
804,59.62908,-36.61553,11.26200
805,42.15641,-34.95147,11.10600
806,61.29314,-33.28740,11.26200
807,26.62514,-31.90068,11.26200
808,69.33612,-31.06865,11.10600
809,69.33612,-29.95927,11.10600
810,60.73846,-28.29521,11.26200
811,23.85171,-26.35380,11.26200
812,54.91423,-25.79912,11.26200
813,34.94547,-24.68974,11.26200
814,54.08220,-23.30302,11.26200
815,37.16422,-22.19364,11.10600
816,32.17202,-21.36161,11.26200
817,50.47673,-19.97489,11.10600
818,39.66031,-18.86552,11.26200
819,55.74627,-18.31083,11.26200
820,36.88687,-17.20145,11.26200
821,47.14860,-16.92411,11.26200
822,25.51577,-15.26004,11.26200
823,42.71110,-13.59598,11.26200
824,40.76969,-11.65457,11.26200
825,62.95721,-10.54520,11.26200
826,46.87126,-8.32644,11.26200
827,32.17202,-6.93972,11.26200
828,36.33218,-4.99832,11.26200
829,41.04703,-3.61160,11.26200
830,60.46111,-1.67019,11.10600
831,55.46892,-0.28347,11.26200
832,53.25017,-37.44756,11.57400
833,39.38297,-35.78350,11.57400
834,62.12518,-33.84209,11.41800
835,64.89861,-32.45537,11.57400
836,47.70329,-30.79131,11.57400
837,37.71890,-28.84990,11.41800
838,37.16422,-27.46318,11.57400
839,71.83221,-26.07646,11.57400
840,38.27359,-24.96708,11.41800
841,51.86345,-24.41240,11.57400
842,37.71890,-23.58036,11.57400
843,23.57436,-22.19364,11.57400
844,66.56268,-21.63896,11.41800
845,38.55094,-20.52958,11.57400
846,35.50015,-19.42020,11.41800
847,62.95721,-18.86552,11.57400
848,45.48454,-17.75614,11.41800
849,24.40639,-16.09208,11.41800
850,24.40639,-14.98270,11.41800
851,24.68374,-13.31864,11.57400
852,45.20719,-12.20926,11.57400
853,42.43375,-10.54520,11.57400
854,61.84783,-9.43582,11.57400
855,32.72671,-7.49441,11.57400
856,35.22281,-5.55300,11.57400
857,37.16422,-4.16628,11.57400
858,43.82047,-2.50222,11.57400
859,57.68767,-1.39284,11.57400
860,42.71110,-38.00225,11.88600
861,34.94547,-36.33819,11.88600
862,64.34393,-35.22881,11.88600
863,63.78924,-33.56475,11.88600
864,66.00799,-31.90068,11.88600
865,37.71890,-29.40459,11.73000
866,37.71890,-27.74052,11.73000
867,62.67986,-26.35380,11.88600
868,56.57830,-24.96708,11.73000
869,70.44550,-24.41240,11.73000
870,25.79311,-23.30302,11.88600
871,35.77750,-22.74833,11.88600
872,23.85171,-21.63896,11.73000
873,39.38297,-21.08427,11.73000
874,46.59391,-20.80692,11.88600
875,47.14860,-19.42020,11.73000
876,33.83609,-18.03348,11.88600
877,62.95721,-16.64676,11.88600
878,34.66812,-14.98270,11.88600
879,24.96108,-13.31864,11.73000
880,40.49234,-12.48660,11.88600
881,62.95721,-11.09988,11.88600
882,49.64470,-8.88113,11.88600
883,43.26579,-6.93972,11.88600
884,49.36735,-5.83035,11.88600
885,38.27359,-3.61160,11.88600
886,41.60172,-1.94753,11.88600
887,49.36735,-0.83816,11.88600
888,48.25798,-38.00225,12.19800
889,41.60172,-36.33819,12.19800
890,31.06265,-34.67412,12.19800
891,66.28533,-33.28740,12.19800
892,25.79311,-31.06865,12.19800
893,25.23842,-28.84990,12.19800
894,37.16422,-27.46318,12.19800
895,34.11343,-25.52177,12.19800
896,72.94159,-24.41240,12.19800
897,34.94547,-23.58036,12.19800
898,48.25798,-22.74833,12.04200
899,59.07439,-22.19364,12.19800
900,44.09782,-21.08427,12.19800
901,25.79311,-19.97489,12.19800
902,24.12905,-18.31083,12.19800
903,57.13298,-17.20145,12.04200
904,57.13298,-16.09208,12.04200
905,61.84783,-14.98270,12.19800
906,42.15641,-13.59598,12.19800
907,41.60172,-11.93192,12.19800
908,48.53532,-9.99051,12.19800
909,42.43375,-7.21707,12.19800
910,34.66812,-6.10769,12.19800
911,45.20719,-4.44363,12.19800
912,40.49234,-2.22488,12.04200
913,44.92985,-1.39284,12.19800
914,40.49234,-38.00225,12.51000
915,55.46892,-36.89288,12.51000
916,46.31657,-35.50616,12.51000
917,29.39858,-34.11943,12.51000
918,40.76969,-32.73272,12.51000
919,48.53532,-31.06865,12.51000
920,58.51970,-29.40459,12.51000
921,37.16422,-27.74052,12.35400
922,34.94547,-26.35380,12.51000
923,34.39078,-24.68974,12.51000
924,34.94547,-23.58036,12.51000
925,50.19938,-22.74833,12.51000
926,54.91423,-22.47099,12.51000
927,61.84783,-21.63896,12.51000
928,25.79311,-20.52958,12.51000
929,44.09782,-19.97489,12.51000
930,24.68374,-18.86552,12.51000
931,64.89861,-18.58817,12.51000
932,35.50015,-16.92411,12.51000
933,57.13298,-15.81473,12.51000
934,39.93766,-13.87332,12.35400
935,61.84783,-12.76395,12.51000
936,26.07046,-10.82254,12.51000
937,42.43375,-7.77176,12.51000
938,44.65250,-6.66238,12.51000
939,45.48454,-4.44363,12.35400
940,62.67986,-2.77956,12.35400
941,60.46111,-1.94753,12.51000
942,59.90643,-0.28347,12.51000
943,39.93766,-36.89288,12.82200
944,35.50015,-35.50616,12.66600
945,30.50796,-34.67412,12.82200
946,32.17202,-33.56475,12.82200
947,61.01580,-32.45537,12.82200
948,57.96502,-29.95927,12.82200
949,59.35173,-28.84990,12.66600
950,54.63689,-27.74052,12.82200
951,33.28140,-26.90849,12.82200
952,32.44937,-24.96708,12.82200
953,62.67986,-24.68974,12.82200
954,50.19938,-23.30302,12.82200
955,68.22675,-23.02567,12.82200
956,70.44550,-22.47099,12.82200
957,44.92985,-21.36161,12.82200
958,59.90643,-20.80692,12.82200
959,43.82047,-19.69755,12.82200
960,61.01580,-18.31083,12.66600
961,24.96108,-16.64676,12.66600
962,40.76969,-14.98270,12.82200
963,46.03922,-14.15067,12.82200
964,43.26579,-13.04129,12.82200
965,48.25798,-11.09988,12.66600
966,41.32438,-8.32644,12.82200
967,62.40252,-7.21707,12.82200
968,38.55094,-4.99832,12.82200
969,61.57049,-3.05691,12.82200
970,42.15641,-1.39284,12.82200
971,40.21500,-37.72491,13.13400
972,41.04703,-36.89288,13.13400
973,45.20719,-35.50616,13.13400
974,45.48454,-34.67412,13.13400
975,41.04703,-33.01006,13.13400
976,28.56655,-31.06865,13.13400
977,59.90643,-29.40459,12.97800
978,59.90643,-28.29521,12.97800
979,57.41033,-27.18583,13.13400
980,32.72671,-26.35380,13.13400
981,54.35954,-25.52177,12.97800
982,62.12518,-24.96708,12.97800
983,33.28140,-23.85771,12.97800
984,71.00018,-23.58036,13.13400
985,32.72671,-22.19364,12.97800
986,42.15641,-21.63896,12.97800
987,43.82047,-21.36161,13.13400
988,59.35173,-20.52958,12.97800
989,55.74627,-19.42020,13.13400
990,60.46111,-18.31083,12.97800
991,63.78924,-17.47880,13.13400
992,45.48454,-14.98270,12.97800
993,47.70329,-14.15067,13.13400
994,49.64470,-12.76395,13.13400
995,49.09001,-10.54520,13.13400
996,45.76188,-8.32644,13.13400
997,34.39078,-6.38504,13.13400
998,44.65250,-3.33425,13.13400
999,49.36735,-2.50222,13.13400
1000,58.24236,-1.39284,13.13400
1001,48.25798,-38.00225,13.44600
1002,37.16422,-36.33819,13.44600
1003,34.11343,-34.95147,13.44600
1004,66.00799,-34.11943,13.44600
1005,41.60172,-32.45537,13.44600
1006,58.79705,-30.51396,13.29000
1007,49.92204,-29.12724,13.44600
1008,33.55875,-27.18583,13.44600
1009,52.14079,-26.90849,13.44600
1010,27.17983,-25.52177,13.29000
1011,50.47673,-24.96708,13.29000
1012,57.96502,-24.41240,13.44600
1013,26.62514,-23.30302,13.29000
1014,32.72671,-23.02567,13.44600
1015,33.55875,-22.19364,13.44600
1016,47.98063,-21.63896,13.44600
1017,45.48454,-21.36161,13.44600
1018,52.14079,-20.80692,13.44600
1019,42.98844,-19.42020,13.44600
1020,46.03922,-18.58817,13.44600
1021,58.24236,-17.75614,13.29000
1022,25.79311,-16.09208,13.44600
1023,42.98844,-14.42801,13.44600
1024,46.03922,-12.76395,13.29000
1025,49.09001,-10.54520,13.44600
1026,33.28140,-7.49441,13.44600
1027,39.10563,-4.44363,13.44600
1028,48.25798,-3.05691,13.44600
1029,40.49234,-1.94753,13.44600
1030,59.90643,-0.83816,13.44600
1031,50.47673,-37.44756,13.75800
1032,58.24236,-36.33819,13.75800
1033,30.50796,-34.67412,13.75800
1034,46.03922,-32.73272,13.60200
1035,60.73846,-31.62334,13.75800
1036,55.46892,-29.40459,13.60200
1037,35.22281,-27.18583,13.75800
1038,37.16422,-26.35380,13.75800
1039,57.96502,-24.96708,13.75800
1040,54.35954,-23.85771,13.60200
1041,47.98063,-22.74833,13.75800
1042,67.39471,-22.19364,13.75800
1043,41.60172,-21.36161,13.75800
1044,47.42595,-20.52958,13.75800
1045,24.68374,-19.42020,13.75800
1046,57.13298,-18.86552,13.60200
1047,47.14860,-17.75614,13.60200
1048,44.09782,-16.09208,13.75800
1049,63.51189,-14.42801,13.75800
1050,41.32438,-12.76395,13.75800
1051,44.92985,-11.65457,13.60200
1052,46.59391,-10.82254,13.75800
1053,34.94547,-7.49441,13.75800
1054,39.38297,-4.16628,13.75800
1055,52.41814,-2.77956,13.75800
1056,42.15641,-1.39284,13.75800
1057,40.49234,-38.00225,14.07000
1058,42.71110,-36.89288,14.07000
1059,49.36735,-35.78350,14.07000
1060,62.40252,-33.84209,14.07000
1061,45.20719,-32.17803,14.07000
1062,59.35173,-30.79131,14.07000
1063,36.60953,-28.01787,14.07000
1064,33.00406,-26.07646,14.07000
1065,36.88687,-24.96708,14.07000
1066,39.93766,-24.13505,14.07000
1067,35.22281,-22.74833,14.07000
1068,68.22675,-22.47099,14.07000
1069,41.04703,-21.08427,13.91400
1070,24.96108,-19.97489,13.91400
1071,36.05484,-19.14286,14.07000
1072,63.51189,-17.75614,14.07000
1073,64.06658,-15.53739,14.07000
1074,42.15641,-13.31864,13.91400
1075,63.23455,-11.65457,13.91400
1076,33.83609,-7.49441,14.07000
1077,60.46111,-4.72097,14.07000
1078,59.90643,-3.33425,13.91400
1079,58.24236,-2.50222,14.07000
1080,54.35954,-0.83816,14.07000
1081,52.14079,-37.44756,14.38200
1082,58.24236,-36.33819,14.38200
1083,29.67593,-33.84209,14.38200
1084,30.50796,-32.45537,14.38200
1085,42.71110,-31.34599,14.38200
1086,57.68767,-29.68193,14.38200
1087,52.69548,-27.46318,14.38200
1088,27.45718,-25.52177,14.38200
1089,27.45718,-23.85771,14.38200
1090,37.71890,-23.02567,14.38200
1091,33.55875,-21.63896,14.38200
1092,46.03922,-21.08427,14.22600
1093,47.14860,-19.97489,14.22600
1094,47.70329,-18.31083,14.22600
1095,46.31657,-16.64676,14.38200
1096,62.40252,-14.98270,14.38200
1097,26.62514,-12.48660,14.38200
1098,33.28140,-7.49441,14.38200
1099,38.82828,-4.72097,14.38200
1100,60.46111,-3.61160,14.38200
1101,41.32438,-1.67019,14.38200
1102,57.13298,-0.28347,14.38200
1103,37.71890,-36.89288,14.69400
1104,34.94547,-35.78350,14.69400
1105,64.89861,-34.11943,14.69400
1106,64.34393,-32.45537,14.69400
1107,58.51970,-30.51396,14.69400
1108,41.04703,-28.57256,14.69400
1109,36.88687,-26.63115,14.69400
1110,36.33218,-25.52177,14.69400
1111,28.01187,-23.30302,14.69400
1112,34.11343,-22.19364,14.69400
1113,68.78143,-21.91630,14.69400
1114,40.49234,-20.80692,14.69400
1115,65.17596,-18.86552,14.69400
1116,44.92985,-16.92411,14.69400
1117,27.73452,-13.87332,14.53800
1118,63.23455,-9.71316,14.69400
1119,36.60953,-5.27566,14.69400
1120,52.41814,-3.33425,14.69400
1121,44.92985,-1.94753,14.69400
1122,37.99625,-37.72491,15.00600
1123,38.27359,-36.89288,15.00600
1124,46.31657,-35.50616,15.00600
1125,47.98063,-33.84209,15.00600
1126,67.67206,-32.45537,15.00600
1127,58.51970,-30.51396,15.00600
1128,52.97282,-28.29521,15.00600
1129,26.07046,-26.90849,15.00600
1130,48.81266,-26.07646,14.85000
1131,44.92985,-24.13505,15.00600
1132,45.48454,-22.74833,14.85000
1133,28.28921,-21.91630,15.00600
1134,41.04703,-21.36161,15.00600
1135,36.05484,-20.25224,15.00600
1136,43.82047,-18.31083,14.85000
1137,26.34780,-14.98270,15.00600
1138,27.17983,-11.93192,15.00600
1139,62.95721,-6.10769,15.00600
1140,46.03922,-3.61160,15.00600
1141,54.91423,-3.05691,15.00600
1142,52.41814,-1.11550,15.00600
1143,50.47673,-37.44756,15.31800
1144,45.48454,-36.33819,15.31800
1145,63.23455,-34.95147,15.16200
1146,63.23455,-33.01006,15.31800
1147,57.13298,-31.06865,15.16200
1148,57.13298,-30.23662,15.31800
1149,28.84390,-28.57256,15.31800
1150,48.53532,-27.18583,15.31800
1151,47.14860,-26.07646,15.16200
1152,48.25798,-24.68974,15.31800
1153,37.99625,-22.74833,15.31800
1154,71.55487,-22.47099,15.31800
1155,35.22281,-21.08427,15.31800
1156,25.51577,-19.97489,15.16200
1157,29.12124,-18.31083,15.31800
1158,44.37516,-15.53739,15.16200
1159,62.40252,-9.99051,15.31800
1160,37.71890,-5.83035,15.31800
1161,48.25798,-3.61160,15.31800
1162,61.01580,-2.77956,15.16200
1163,53.25017,-0.83816,15.31800
1164,53.25017,-37.44756,15.63000
1165,58.24236,-36.33819,15.63000
1166,49.92204,-34.67412,15.63000
1167,66.84003,-32.73272,15.63000
1168,59.62908,-31.06865,15.63000
1169,45.76188,-29.95927,15.63000
1170,70.72284,-28.84990,15.63000
1171,43.82047,-27.18583,15.47400
1172,48.53532,-26.07646,15.63000
1173,44.09782,-24.41240,15.63000
1174,42.98844,-22.74833,15.63000
1175,32.44937,-21.63896,15.63000
1176,31.61734,-20.80692,15.63000
1177,27.73452,-18.86552,15.47400
1178,34.39078,-17.47880,15.63000
1179,27.45718,-12.76395,15.63000
1180,34.94547,-6.38504,15.63000
1181,48.25798,-3.88894,15.47400
1182,60.46111,-3.33425,15.47400
1183,50.47673,-1.94753,15.63000
1184,44.92985,-38.00225,15.94200
1185,44.92985,-36.61553,15.78600
1186,59.90643,-35.78350,15.94200
1187,31.33999,-33.28740,15.94200
1188,28.28921,-31.62334,15.78600
1189,45.48454,-30.51396,15.78600
1190,41.60172,-29.40459,15.78600
1191,51.58611,-28.57256,15.94200
1192,47.70329,-27.46318,15.94200
1193,43.82047,-24.96708,15.78600
1194,28.28921,-23.02567,15.94200
1195,32.17202,-21.63896,15.78600
1196,28.84390,-20.25224,15.94200
1197,36.05484,-18.31083,15.78600
1198,26.62514,-14.98270,15.78600
1199,62.40252,-8.32644,15.94200
1200,38.82828,-4.99832,15.78600
1201,62.12518,-3.88894,15.78600
1202,59.35173,-3.05691,15.94200
1203,54.35954,-1.39284,15.94200
1204,51.03142,-37.44756,16.25400
1205,47.14860,-36.33819,16.25400
1206,32.44937,-34.39678,16.25400
1207,60.18377,-32.73272,16.25400
1208,59.07439,-31.06865,16.25400
1209,67.67206,-30.23662,16.25400
1210,36.60953,-28.57256,16.25400
1211,50.47673,-28.01787,16.25400
1212,71.55487,-26.35380,16.25400
1213,26.34780,-24.41240,16.25400
1214,37.44156,-22.74833,16.25400
1215,69.89081,-21.91630,16.25400
1216,66.00799,-19.69755,16.25400
1217,34.39078,-17.47880,16.25400
1218,63.51189,-12.76395,16.25400
1219,34.39078,-6.93972,16.25400
1220,38.82828,-3.88894,16.09800
1221,54.91423,-3.61160,16.25400
1222,48.25798,-1.94753,16.25400
1223,44.37516,-38.00225,16.56600
1224,55.46892,-36.89288,16.56600
1225,31.33999,-34.95147,16.56600
1226,56.02361,-33.28740,16.41000
1227,57.13298,-31.62334,16.41000
1228,69.05878,-30.51396,16.56600
1229,48.81266,-29.40459,16.41000
1230,46.03922,-28.29521,16.41000
1231,39.93766,-27.18583,16.41000
1232,72.38690,-25.52177,16.56600
1233,39.93766,-24.13505,16.56600
1234,71.00018,-22.47099,16.56600
1235,28.84390,-19.97489,16.41000
1236,34.94547,-18.03348,16.56600
1237,62.40252,-13.87332,16.56600
1238,32.72671,-7.21707,16.41000
1239,38.27359,-4.44363,16.41000
1240,58.24236,-4.16628,16.56600
1241,48.25798,-2.22488,16.41000
1242,37.71890,-38.00225,16.87800
1243,41.60172,-36.89288,16.87800
1244,49.92204,-35.78350,16.87800
1245,63.78924,-34.11943,16.87800
1246,56.02361,-32.45537,16.87800
1247,66.28533,-30.51396,16.87800
1248,47.42595,-29.40459,16.87800
1249,41.04703,-28.29521,16.72200
1250,37.16422,-27.46318,16.87800
1251,72.10956,-25.79912,16.87800
1252,28.01187,-23.30302,16.87800
1253,28.01187,-21.08427,16.87800
1254,35.22281,-18.31083,16.87800
1255,28.56655,-15.53739,16.87800
1256,62.40252,-9.99051,16.87800
1257,37.16422,-5.55300,16.72200
1258,61.84783,-4.44363,16.87800
1259,41.60172,-3.61160,16.87800
1260,42.71110,-1.94753,16.87800
1261,51.03142,-37.44756,17.19000
1262,47.14860,-36.33819,17.19000
1263,49.92204,-34.67412,17.19000
1264,46.59391,-32.73272,17.03400
1265,28.56655,-31.06865,17.19000
1266,54.35954,-30.23662,17.19000
1267,47.42595,-28.84990,17.19000
1268,70.44550,-28.01787,17.19000
1269,39.66031,-24.96708,17.19000
1270,37.99625,-22.74833,17.19000
1271,67.11737,-20.80692,17.19000
1272,28.56655,-17.75614,17.19000
1273,29.12124,-14.42801,17.19000
1274,33.55875,-7.77176,17.19000
1275,39.66031,-4.99832,17.19000
1276,52.14079,-4.16628,17.19000
1277,47.14860,-2.50222,17.19000
1278,42.71110,-38.00225,17.50200
1279,56.57830,-36.89288,17.50200
1280,49.92204,-35.22881,17.50200
1281,59.62908,-33.28740,17.50200
1282,45.20719,-31.62334,17.50200
1283,47.42595,-29.95927,17.50200
1284,58.79705,-29.68193,17.50200
1285,29.39858,-27.74052,17.34600
1286,71.83221,-25.52177,17.50200
1287,67.94940,-22.19364,17.50200
1288,29.67593,-19.97489,17.50200
1289,63.23455,-17.47880,17.50200
1290,62.40252,-12.76395,17.50200
1291,36.60953,-7.21707,17.34600
1292,61.84783,-4.99832,17.50200
1293,51.58611,-4.16628,17.50200
1294,48.25798,-2.50222,17.50200
1295,46.03922,-38.00225,17.81400
1296,34.94547,-36.06084,17.65800
1297,33.00406,-34.39678,17.81400
1298,29.67593,-32.73272,17.81400
1299,59.35173,-31.90068,17.81400
1300,55.46892,-30.79131,17.81400
1301,49.64470,-29.40459,17.81400
1302,27.73452,-28.01787,17.81400
1303,39.66031,-24.96708,17.81400
1304,26.62514,-21.08427,17.65800
1305,30.78531,-18.86552,17.81400
1306,64.06658,-16.09208,17.81400
1307,63.51189,-11.09988,17.81400
1308,36.60953,-6.38504,17.81400
1309,42.15641,-4.44363,17.65800
1310,39.38297,-4.16628,17.81400
1311,42.71110,-2.50222,17.81400
1312,48.81266,-38.00225,18.12600
1313,37.16422,-36.33819,18.12600
1314,49.09001,-34.39678,18.12600
1315,31.33999,-32.73272,18.12600
1316,61.57049,-31.90068,18.12600
1317,56.30095,-30.51396,18.12600
1318,68.78143,-29.68193,18.12600
1319,29.67593,-27.18583,18.12600
1320,70.44550,-25.24443,18.12600
1321,67.94940,-21.08427,18.12600
1322,65.73064,-18.86552,18.12600
1323,64.34393,-16.36942,18.12600
1324,29.39858,-11.37723,18.12600
1325,33.28140,-6.93972,18.12600
1326,47.70329,-4.99832,17.97000
1327,62.40252,-3.88894,18.12600
1328,56.57830,-2.77956,17.97000
1329,49.92204,-38.00225,18.43800
1330,45.20719,-36.06084,18.43800
1331,49.64470,-34.39678,18.43800
1332,47.70329,-33.01006,18.43800
1333,61.57049,-31.62334,18.28200
1334,51.58611,-30.51396,18.28200
1335,57.13298,-29.68193,18.43800
1336,27.73452,-26.90849,18.43800
1337,28.84390,-23.85771,18.28200
1338,68.22675,-21.36161,18.43800
1339,27.45718,-18.86552,18.43800
1340,29.39858,-16.64676,18.28200
1341,62.12518,-11.93192,18.43800
1342,37.44156,-7.21707,18.43800
1343,44.37516,-5.27566,18.43800
1344,55.46892,-4.72097,18.43800
1345,52.69548,-2.77956,18.28200
1346,36.05484,-37.44756,18.75000
1347,46.59391,-36.33819,18.75000
1348,56.85564,-34.39678,18.75000
1349,60.18377,-32.73272,18.75000
1350,59.35173,-31.90068,18.75000
1351,52.14079,-30.79131,18.75000
1352,66.56268,-29.40459,18.59400
1353,56.85564,-27.18583,18.75000
1354,27.45718,-24.41240,18.75000
1355,69.89081,-21.91630,18.75000
1356,30.50796,-19.42020,18.59400
1357,29.39858,-17.20145,18.59400
1358,64.06658,-13.87332,18.75000
1359,62.40252,-8.32644,18.75000
1360,61.84783,-6.10769,18.75000
1361,53.25017,-4.99832,18.59400
1362,59.90643,-3.61160,18.75000
1363,42.71110,-38.00225,19.06200
1364,56.02361,-36.89288,19.06200
1365,50.19938,-34.95147,19.06200
1366,30.23062,-32.73272,19.06200
1367,29.95327,-31.90068,19.06200
1368,60.73846,-31.06865,19.06200
1369,28.56655,-29.40459,19.06200
1370,29.67593,-27.18583,19.06200
1371,27.45718,-24.41240,19.06200
1372,69.05878,-21.63896,19.06200
1373,27.45718,-19.42020,19.06200
1374,32.44937,-17.20145,19.06200
1375,30.23062,-13.87332,19.06200
1376,29.39858,-9.15848,19.06200
1377,37.44156,-6.10769,19.06200
1378,50.47673,-5.27566,19.06200
1379,44.37516,-3.33425,18.90600
1380,51.58611,-3.05691,19.06200
1381,34.94547,-36.89288,19.37400
1382,32.44937,-35.50616,19.37400
1383,57.13298,-34.11943,19.37400
1384,31.89468,-32.17803,19.37400
1385,63.23455,-31.62334,19.21800
1386,67.11737,-30.79131,19.37400
1387,30.23062,-27.74052,19.37400
1388,28.01187,-24.96708,19.37400
1389,32.17202,-22.47099,19.37400
1390,67.67206,-20.80692,19.37400
1391,34.11343,-18.31083,19.37400
1392,28.28921,-15.53739,19.21800
1393,29.95327,-9.99051,19.21800
1394,37.71890,-7.49441,19.37400
1395,49.36735,-5.83035,19.37400
1396,55.46892,-5.27566,19.37400
1397,54.35954,-3.33425,19.21800
1398,52.69548,-37.44756,19.68600
1399,32.72671,-35.78350,19.68600
1400,55.46892,-34.11943,19.68600
1401,49.36735,-32.17803,19.53000
1402,31.61734,-31.34599,19.68600
1403,30.50796,-28.84990,19.53000
1404,69.05878,-26.07646,19.68600
1405,32.17202,-22.74833,19.53000
1406,66.00799,-21.36161,19.68600
1407,33.55875,-18.86552,19.68600
1408,28.01187,-17.20145,19.68600
1409,30.78531,-14.98270,19.68600
1410,63.51189,-10.54520,19.68600
1411,35.50015,-7.49441,19.68600
1412,47.70329,-5.83035,19.68600
1413,61.29314,-4.99832,19.68600
1414,54.35954,-3.61160,19.68600
1415,34.94547,-36.89288,19.99800
1416,45.76188,-35.50616,19.99800
1417,62.95721,-33.84209,19.99800
1418,61.01580,-32.45537,19.99800
1419,66.28533,-31.06865,19.99800
1420,30.50796,-28.01787,19.99800
1421,33.28140,-24.13505,19.99800
1422,67.39471,-22.19364,19.99800
1423,66.84003,-19.97489,19.99800
1424,30.50796,-18.03348,19.99800
1425,30.78531,-15.53739,19.99800
1426,30.78531,-11.09988,19.99800
1427,33.83609,-8.04910,19.99800
1428,57.68767,-6.38504,19.99800
1429,56.57830,-5.83035,19.99800
1430,44.92985,-3.61160,19.99800
1431,37.71890,-37.44756,20.31000
1432,57.13298,-36.33819,20.31000
1433,56.57830,-34.39678,20.15400
1434,63.78924,-33.01006,20.31000
1435,63.23455,-31.34599,20.31000
1436,67.11737,-28.01787,20.31000
1437,34.39078,-24.41240,20.15400
1438,34.11343,-22.19364,20.31000
1439,64.06658,-19.97489,20.31000
1440,65.73064,-18.31083,20.31000
1441,64.62127,-15.53739,20.31000
1442,29.67593,-9.99051,20.31000
1443,34.94547,-7.49441,20.31000
1444,58.24236,-6.38504,20.31000
1445,41.60172,-4.16628,20.31000
1446,57.68767,-4.16628,20.31000
1447,38.27359,-36.89288,20.62200
1448,47.42595,-35.50616,20.62200
1449,50.75407,-33.84209,20.62200
1450,51.86345,-32.17803,20.62200
1451,29.95327,-30.79131,20.62200
1452,30.50796,-27.18583,20.46600
1453,35.22281,-24.41240,20.62200
1454,67.67206,-22.47099,20.62200
1455,31.61734,-20.25224,20.62200
1456,32.72671,-18.58817,20.62200
1457,30.78531,-15.53739,20.62200
1458,61.84783,-11.09988,20.62200
1459,35.50015,-8.60379,20.62200
1460,60.46111,-6.93972,20.62200
1461,56.02361,-6.38504,20.62200
1462,43.82047,-4.16628,20.62200
1463,50.19938,-37.72491,20.93400
1464,56.57830,-36.33819,20.93400
1465,31.61734,-34.11943,20.93400
1466,56.30095,-32.17803,20.93400
1467,31.33999,-29.95927,20.93400
1468,69.89081,-26.90849,20.93400
1469,69.05878,-23.85771,20.93400
1470,30.78531,-21.91630,20.77800
1471,35.50015,-19.42020,20.77800
1472,28.84390,-17.47880,20.93400
1473,62.40252,-13.87332,20.93400
1474,62.95721,-9.43582,20.93400
1475,60.46111,-7.49441,20.93400
1476,49.36735,-6.38504,20.93400
1477,57.13298,-4.72097,20.93400
1478,48.81266,-38.00225,21.24600
1479,42.15641,-36.33819,21.24600
1480,32.17202,-34.67412,21.24600
1481,64.06658,-32.73272,21.24600
1482,62.67986,-31.34599,21.24600
1483,30.78531,-27.74052,21.24600
1484,28.56655,-24.41240,21.24600
1485,28.56655,-21.63896,21.24600
1486,66.56268,-19.69755,21.24600
1487,34.39078,-17.47880,21.24600
1488,29.95327,-14.15067,21.24600
1489,62.95721,-9.99051,21.24600
1490,36.05484,-7.49441,21.24600
1491,42.71110,-6.38504,21.24600
1492,42.71110,-4.44363,21.09000
1493,46.03922,-38.00225,21.55800
1494,38.27359,-36.33819,21.55800
1495,32.44937,-34.95147,21.55800
1496,59.62908,-32.73272,21.55800
1497,64.89861,-31.90068,21.55800
