index,x_mm,y_mm,z_mm
1498,31.06265,-28.29521,21.40200
1499,68.50409,-24.96708,21.55800
1500,69.61346,-22.19364,21.55800
1501,29.12124,-18.86552,21.55800
1502,29.12124,-16.64676,21.55800
1503,62.40252,-13.31864,21.55800
1504,61.29314,-9.43582,21.55800
1505,57.68767,-7.49441,21.55800
1506,53.80486,-6.93972,21.55800
1507,57.68767,-4.99832,21.40200
1508,44.37516,-4.16628,21.55800
1509,34.39078,-36.33819,21.87000
1510,57.68767,-35.78350,21.87000
1511,51.30876,-33.28740,21.87000
1512,64.34393,-32.45537,21.87000
1513,31.61734,-29.68193,21.87000
1514,29.12124,-25.52177,21.87000
1515,68.22675,-23.02567,21.87000
1516,66.84003,-19.97489,21.87000
1517,63.51189,-16.64676,21.87000
1518,30.50796,-12.20926,21.71400
1519,36.05484,-9.15848,21.87000
1520,58.24236,-7.49441,21.87000
1521,43.82047,-6.38504,21.87000
1522,49.92204,-4.72097,21.87000
1523,53.25017,-36.89288,22.18200
1524,57.68767,-35.78350,22.18200
1525,51.03142,-33.56475,22.18200
1526,32.72671,-31.90068,22.18200
1527,66.84003,-29.95927,22.18200
1528,67.67206,-26.35380,22.18200
1529,33.00406,-23.30302,22.18200
1530,63.51189,-19.97489,22.18200
1531,31.61734,-16.09208,22.02600
1532,30.78531,-12.20926,22.18200
1533,60.73846,-9.43582,22.18200
1534,39.93766,-7.49441,22.18200
1535,49.36735,-6.93972,22.18200
1536,56.02361,-5.27566,22.18200
1537,48.25798,-37.44756,22.49400
1538,33.83609,-35.78350,22.49400
1539,49.92204,-34.11943,22.49400
1540,55.46892,-32.17803,22.33800
1541,30.23062,-29.95927,22.49400
1542,29.67593,-26.63115,22.49400
1543,34.66812,-24.41240,22.49400
1544,65.73064,-21.08427,22.49400
1545,65.17596,-17.75614,22.49400
1546,32.44937,-13.87332,22.49400
1547,60.73846,-9.99051,22.49400
1548,58.24236,-7.77176,22.33800
1549,43.82047,-6.93972,22.49400
1550,53.25017,-5.27566,22.49400
1551,39.38297,-37.44756,22.80600
1552,36.05484,-35.78350,22.80600
1553,53.52751,-33.84209,22.80600
1554,33.00406,-32.17803,22.80600
1555,32.17202,-30.23662,22.80600
1556,69.05878,-26.63115,22.80600
1557,68.50409,-23.85771,22.80600
1558,64.89861,-20.80692,22.80600
1559,65.17596,-17.20145,22.80600
1560,61.84783,-12.76395,22.80600
1561,36.05484,-9.71316,22.80600
1562,55.46892,-8.04910,22.80600
1563,42.71110,-6.93972,22.80600
1564,47.14860,-4.99832,22.65000
1565,37.71890,-37.44756,23.11800
1566,34.39078,-35.78350,23.11800
1567,34.39078,-34.11943,23.11800
1568,62.67986,-33.01006,23.11800
1569,30.78531,-29.95927,23.11800
1570,29.95327,-26.90849,23.11800
1571,29.67593,-23.85771,23.11800
1572,33.28140,-21.08427,22.96200
1573,66.00799,-19.14286,23.11800
1574,61.84783,-14.98270,23.11800
1575,61.01580,-11.09988,22.96200
1576,57.41033,-8.32644,23.11800
1577,46.87126,-7.21707,23.11800
1578,54.35954,-5.55300,22.96200
1579,47.70329,-38.00225,23.43000
1580,34.11343,-35.50616,23.43000
1581,50.47673,-34.67412,23.43000
1582,55.46892,-33.01006,23.43000
1583,65.17596,-31.06865,23.43000
1584,67.94940,-27.74052,23.43000
1585,70.16815,-24.96708,23.43000
1586,33.55875,-21.63896,23.43000
1587,66.56268,-19.69755,23.43000
1588,30.50796,-16.36942,23.43000
1589,31.89468,-11.65457,23.43000
1590,34.39078,-8.88113,23.27400
1591,54.35954,-7.77176,23.27400
1592,39.10563,-6.66238,23.43000
1593,51.58611,-5.27566,23.43000
1594,34.94547,-36.33819,23.74200
1595,49.36735,-35.22881,23.74200
1596,52.69548,-33.28740,23.58600
1597,33.28140,-31.90068,23.74200
1598,32.17202,-28.84990,23.58600
1599,31.89468,-25.52177,23.74200
1600,34.39078,-23.58036,23.74200
1601,33.83609,-20.25224,23.74200
1602,65.45330,-18.03348,23.74200
1603,31.89468,-12.76395,23.74200
1604,59.35173,-9.71316,23.74200
1605,43.82047,-7.77176,23.58600
1606,39.10563,-6.66238,23.74200
1607,50.47673,-5.27566,23.74200
1608,36.05484,-36.33819,24.05400
1609,37.16422,-35.22881,24.05400
1610,51.86345,-33.28740,24.05400
1611,31.89468,-31.62334,24.05400
1612,63.51189,-29.40459,24.05400
1613,32.72671,-26.35380,24.05400
1614,67.94940,-23.30302,24.05400
1615,30.23062,-19.97489,24.05400
1616,36.60953,-18.58817,24.05400
1617,31.33999,-13.87332,24.05400
1618,33.55875,-9.99051,24.05400
1619,61.29314,-8.88113,24.05400
1620,51.03142,-8.04910,24.05400
1621,41.60172,-5.83035,24.05400
1622,38.27359,-37.44756,24.36600
1623,34.94547,-35.78350,24.36600
1624,33.28140,-34.67412,24.36600
1625,32.17202,-32.73272,24.21000
1626,57.68767,-31.06865,24.21000
1627,65.73064,-27.74052,24.36600
1628,31.89468,-24.96708,24.36600
1629,30.23062,-22.19364,24.36600
1630,38.82828,-20.25224,24.36600
1631,34.11343,-17.20145,24.36600
1632,61.57049,-13.04129,24.36600
1633,59.07439,-9.99051,24.36600
1634,43.26579,-8.60379,24.36600
1635,59.90643,-8.04910,24.36600
1636,46.59391,-5.83035,24.36600
1637,37.71890,-36.89288,24.67800
1638,57.41033,-35.50616,24.67800
1639,55.46892,-34.11943,24.67800
1640,33.83609,-31.90068,24.67800
1641,67.11737,-28.84990,24.52200
1642,33.28140,-25.52177,24.52200
1643,69.89081,-23.02567,24.67800
1644,34.39078,-20.25224,24.67800
1645,38.27359,-18.58817,24.67800
1646,31.89468,-13.87332,24.67800
1647,36.05484,-10.54520,24.52200
1648,42.71110,-9.15848,24.67800
1649,47.70329,-8.04910,24.67800
1650,43.26579,-5.83035,24.67800
1651,51.30876,-37.17022,24.99000
1652,57.41033,-35.50616,24.99000
1653,52.69548,-34.11943,24.99000
1654,62.67986,-32.45537,24.99000
1655,33.00406,-28.84990,24.99000
1656,69.05878,-26.07646,24.99000
1657,30.50796,-22.74833,24.83400
1658,35.77750,-20.52958,24.99000
1659,38.55094,-18.86552,24.99000
1660,31.33999,-15.53739,24.99000
1661,62.95721,-12.20926,24.99000
1662,56.57830,-9.43582,24.83400
1663,59.07439,-8.32644,24.99000
1664,42.15641,-6.38504,24.99000
1665,47.14860,-37.44756,25.30200
1666,47.70329,-35.78350,25.30200
1667,34.94547,-34.11943,25.30200
1668,62.67986,-32.45537,25.30200
1669,31.33999,-28.84990,25.30200
1670,33.28140,-25.79912,25.30200
1671,35.22281,-22.19364,25.30200
1672,34.66812,-19.97489,25.30200
1673,64.89861,-18.58817,25.30200
1674,34.39078,-13.87332,25.14600
1675,62.40252,-10.54520,25.30200
1676,36.05484,-8.60379,25.30200
1677,57.41033,-7.77176,25.30200
1678,52.14079,-6.38504,25.30200
1679,35.50015,-36.06084,25.45800
1680,43.26579,-35.22881,25.61400
1681,55.19157,-33.84209,25.61400
1682,62.95721,-32.17803,25.61400
1683,33.28140,-28.84990,25.45800
1684,68.78143,-26.35380,25.61400
1685,35.77750,-22.19364,25.61400
1686,34.39078,-19.97489,25.45800
1687,37.44156,-18.31083,25.61400
1688,63.78924,-14.70536,25.61400
1689,36.60953,-10.82254,25.61400
1690,38.82828,-9.15848,25.61400
1691,38.55094,-7.77176,25.61400
1692,49.36735,-6.38504,25.61400
1693,35.77750,-36.06084,25.92600
1694,48.81266,-35.22881,25.92600
1695,53.52751,-33.28740,25.92600
1696,64.34393,-31.34599,25.92600
1697,67.11737,-28.29521,25.77000
1698,68.78143,-25.79912,25.92600
1699,31.33999,-22.19364,25.92600
1700,39.66031,-19.97489,25.92600
1701,35.77750,-17.75614,25.92600
1702,63.78924,-14.70536,25.92600
1703,34.39078,-10.82254,25.92600
1704,54.91423,-9.43582,25.77000
1705,45.48454,-8.60379,25.92600
1706,53.25017,-6.66238,25.77000
1707,50.47673,-37.17022,26.08200
1708,42.71110,-34.95147,26.08200
1709,34.94547,-33.56475,26.23800
1710,57.68767,-31.90068,26.23800
1711,34.11343,-28.84990,26.23800
1712,31.33999,-26.07646,26.23800
1713,31.33999,-23.30302,26.23800
1714,64.62127,-20.52958,26.23800
1715,65.45330,-18.58817,26.23800
1716,62.12518,-14.70536,26.23800
1717,58.51970,-11.09988,26.23800
1718,39.10563,-9.43582,26.23800
1719,43.82047,-8.60379,26.23800
1720,52.69548,-6.93972,26.23800
1721,50.47673,-36.89288,26.55000
1722,44.65250,-34.95147,26.55000
1723,54.08220,-33.28740,26.55000
1724,38.55094,-31.62334,26.55000
1725,65.73064,-29.40459,26.55000
1726,31.33999,-26.63115,26.55000
1727,35.50015,-24.68974,26.55000
1728,39.93766,-20.80692,26.55000
1729,66.00799,-19.14286,26.55000
1730,64.62127,-16.64676,26.55000
1731,33.55875,-12.20926,26.55000
1732,57.13298,-10.82254,26.55000
1733,59.35173,-9.71316,26.55000
1734,38.27359,-8.04910,26.55000
1735,48.25798,-6.38504,26.55000
1736,45.76188,-35.50616,26.86200
1737,51.03142,-34.67412,26.86200
1738,62.12518,-33.01006,26.86200
1739,32.44937,-30.51396,26.86200
1740,34.39078,-28.57256,26.86200
1741,68.22675,-26.35380,26.86200
1742,35.77750,-23.30302,26.86200
1743,64.89861,-20.80692,26.86200
1744,36.33218,-18.31083,26.86200
1745,32.44937,-14.98270,26.86200
1746,59.07439,-11.65457,26.86200
1747,35.50015,-9.99051,26.70600
1748,49.36735,-9.15848,26.86200
1749,53.80486,-7.49441,26.86200
1750,48.25798,-37.44756,27.17400
1751,39.93766,-35.22881,27.17400
1752,53.52751,-33.84209,27.17400
1753,58.79705,-32.17803,27.01800
1754,34.11343,-29.95927,27.17400
1755,36.33218,-27.74052,27.17400
1756,66.84003,-24.96708,27.17400
1757,34.94547,-22.47099,27.17400
1758,63.23455,-19.97489,27.01800
1759,64.89861,-18.03348,27.17400
1760,33.00406,-13.87332,27.17400
1761,56.85564,-11.09988,27.17400
1762,36.88687,-9.43582,27.17400
1763,38.27359,-8.60379,27.17400
1764,48.81266,-6.93972,27.17400
1765,54.63689,-36.06084,27.48600
1766,37.16422,-34.67412,27.48600
1767,54.91423,-33.01006,27.48600
1768,56.57830,-31.34599,27.48600
1769,32.44937,-28.84990,27.48600
1770,31.89468,-26.63115,27.48600
1771,69.33612,-24.13505,27.48600
1772,67.94940,-21.08427,27.48600
1773,37.71890,-19.14286,27.48600
1774,64.34393,-15.81473,27.48600
1775,58.79705,-11.93192,27.48600
1776,59.35173,-10.26785,27.48600
1777,48.81266,-9.15848,27.48600
1778,46.59391,-6.93972,27.48600
1779,54.63689,-36.06084,27.79800
1780,44.92985,-34.67412,27.79800
1781,56.57830,-32.73272,27.64200
1782,64.06658,-31.06865,27.79800
1783,35.50015,-28.84990,27.64200
1784,64.89861,-26.90849,27.79800
1785,69.61346,-23.85771,27.79800
1786,63.78924,-20.80692,27.79800
1787,62.95721,-17.75614,27.79800
1788,33.55875,-13.31864,27.79800
1789,60.73846,-11.09988,27.79800
1790,37.16422,-9.71316,27.79800
1791,55.46892,-8.60379,27.79800
1792,46.03922,-37.44756,28.11000
1793,41.04703,-35.22881,28.11000
1794,36.60953,-34.11943,28.11000
1795,56.57830,-32.17803,27.95400
1796,39.38297,-30.51396,27.95400
1797,35.22281,-28.29521,28.11000
1798,68.22675,-26.07646,27.95400
1799,36.05484,-23.58036,28.11000
1800,35.77750,-19.97489,28.11000
1801,37.44156,-17.75614,28.11000
1802,35.50015,-14.15067,28.11000
1803,38.27359,-11.37723,28.11000
1804,59.35173,-10.26785,28.11000
1805,54.63689,-8.32644,28.11000
1806,43.26579,-37.44756,28.42200
1807,35.22281,-34.95147,28.42200
1808,51.03142,-34.67412,28.42200
1809,40.21500,-32.73272,28.42200
1810,60.18377,-31.06865,28.42200
1811,37.71890,-29.12724,28.42200
1812,64.89861,-26.90849,28.42200
1813,38.27359,-24.13505,28.42200
1814,64.62127,-21.08427,28.42200
1815,62.95721,-18.86552,28.42200
1816,64.06658,-15.53739,28.42200
1817,59.35173,-12.48660,28.42200
1818,36.60953,-10.26785,28.42200
1819,38.55094,-8.88113,28.42200
1820,51.03142,-7.49441,28.42200
1821,54.91423,-35.78350,28.73400
1822,45.48454,-34.67412,28.73400
1823,36.05484,-33.01006,28.73400
1824,62.67986,-31.90068,28.73400
1825,62.12518,-29.68193,28.73400
1826,32.44937,-26.63115,28.73400
1827,66.84003,-24.41240,28.73400
1828,68.78143,-21.91630,28.73400
1829,32.44937,-18.31083,28.73400
1830,35.50015,-14.70536,28.73400
1831,57.13298,-11.93192,28.73400
1832,52.69548,-9.99051,28.57800
1833,54.91423,-8.60379,28.73400
1834,41.04703,-36.89288,29.04600
1835,49.64470,-34.95147,29.04600
1836,52.14079,-34.11943,29.04600
1837,56.02361,-32.45537,29.04600
1838,36.88687,-30.51396,29.04600
1839,62.67986,-29.12724,29.04600
1840,36.05484,-26.07646,28.89000
1841,38.27359,-23.58036,29.04600
1842,67.39471,-20.52958,29.04600
1843,33.00406,-17.20145,29.04600
1844,61.01580,-14.15067,29.04600
1845,61.57049,-11.93192,29.04600
1846,49.64470,-9.99051,29.04600
1847,54.91423,-8.60379,29.04600
1848,42.15641,-36.89288,29.35800
1849,56.02361,-35.22881,29.35800
1850,59.35173,-34.11943,29.35800
1851,44.65250,-32.17803,29.35800
1852,59.90643,-30.79131,29.35800
1853,63.51189,-28.29521,29.35800
1854,39.38297,-25.52177,29.20200
1855,34.94547,-22.47099,29.35800
1856,36.33218,-19.97489,29.35800
1857,33.00406,-17.20145,29.35800
1858,39.38297,-13.87332,29.20200
1859,35.50015,-11.65457,29.20200
1860,37.16422,-10.26785,29.35800
1861,54.91423,-8.88113,29.20200
1862,47.70329,-37.44756,29.67000
1863,45.76188,-34.95147,29.67000
1864,43.26579,-34.11943,29.67000
1865,34.39078,-32.45537,29.67000
1866,35.50015,-30.79131,29.67000
1867,33.00406,-28.29521,29.67000
1868,65.45330,-25.79912,29.67000
1869,32.44937,-22.19364,29.67000
1870,67.11737,-20.25224,29.67000
1871,33.28140,-16.36942,29.67000
1872,62.95721,-13.87332,29.67000
1873,38.27359,-11.93192,29.67000
1874,43.82047,-10.26785,29.67000
1875,41.87906,-8.32644,29.67000
1876,48.25798,-37.44756,29.98200
1877,46.59391,-34.95147,29.82600
1878,42.71110,-34.11943,29.98200
1879,36.05484,-32.17803,29.82600
1880,63.78924,-30.79131,29.98200
1881,66.56268,-27.74052,29.82600
1882,39.10563,-24.96708,29.98200
1883,66.84003,-22.74833,29.98200
1884,36.88687,-19.97489,29.98200
1885,64.89861,-16.92411,29.98200
1886,38.55094,-14.42801,29.98200
1887,37.99625,-12.20926,29.98200
1888,57.68767,-10.54520,29.82600
1889,55.46892,-9.15848,29.98200
1890,44.92985,-36.89288,30.29400
1891,40.76969,-34.39678,30.29400
1892,43.26579,-33.56475,30.29400
1893,62.95721,-31.62334,30.29400
1894,38.27359,-29.40459,30.13800
1895,37.99625,-26.63115,30.29400
1896,33.00406,-23.85771,30.29400
1897,68.50409,-21.63896,30.29400
1898,66.00799,-19.14286,30.29400
1899,37.71890,-15.53739,30.13800
1900,59.90643,-13.87332,30.13800
1901,56.57830,-11.93192,30.29400
1902,48.25798,-10.26785,30.29400
1903,46.59391,-8.04910,30.29400
1904,37.71890,-35.78350,30.60600
1905,37.99625,-33.84209,30.60600
1906,56.02361,-33.01006,30.60600
1907,38.27359,-30.79131,30.60600
1908,36.88687,-27.74052,30.60600
1909,65.17596,-25.52177,30.60600
1910,37.71890,-22.74833,30.45000
1911,33.00406,-19.97489,30.60600
1912,36.05484,-16.36942,30.60600
1913,37.16422,-14.15067,30.60600
1914,60.73846,-12.20926,30.60600
1915,38.27359,-9.99051,30.45000
1916,52.14079,-8.60379,30.60600
1917,39.93766,-36.33819,30.91800
1918,50.19938,-34.39678,30.91800
1919,60.18377,-33.28740,30.91800
1920,34.39078,-31.06865,30.76200
1921,38.82828,-29.68193,30.91800
1922,37.44156,-26.63115,30.91800
1923,69.05878,-24.41240,30.91800
1924,64.62127,-21.63896,30.91800
1925,38.27359,-18.58817,30.91800
1926,61.29314,-15.53739,30.91800
1927,57.41033,-13.31864,30.91800
1928,57.96502,-11.09988,30.91800
1929,54.91423,-9.71316,30.91800
1930,41.04703,-36.89288,31.23000
1931,36.33218,-34.39678,31.23000
1932,35.22281,-33.28740,31.23000
1933,39.66031,-31.62334,31.23000
1934,38.27359,-29.68193,31.23000
1935,36.88687,-26.63115,31.23000
1936,65.73064,-24.41240,31.23000
1937,36.88687,-21.63896,31.23000
1938,33.55875,-18.31083,31.23000
1939,64.34393,-15.81473,31.23000
1940,61.01580,-13.04129,31.23000
1941,42.98844,-10.54520,31.23000
1942,52.41814,-8.88113,31.23000
1943,46.59391,-36.89288,31.54200
1944,44.92985,-34.67412,31.54200
1945,35.77750,-33.28740,31.54200
1946,38.27359,-31.90068,31.54200
1947,64.06658,-29.95927,31.54200
1948,66.56268,-27.46318,31.54200
1949,36.88687,-24.41240,31.54200
1950,37.71890,-21.91630,31.54200
1951,33.55875,-18.31083,31.54200
1952,37.44156,-14.98270,31.54200
1953,36.33218,-12.20926,31.54200
1954,43.54313,-10.54520,31.54200
1955,41.60172,-9.15848,31.54200
1956,46.59391,-36.89288,31.85400
1957,44.65250,-34.39678,31.85400
1958,53.80486,-33.56475,31.85400
1959,57.13298,-31.90068,31.85400
1960,61.57049,-29.40459,31.69800
1961,67.39471,-26.07646,31.85400
1962,38.55094,-23.30302,31.85400
1963,33.28140,-20.80692,31.85400
1964,37.44156,-17.75614,31.85400
1965,38.55094,-14.42801,31.85400
1966,36.05484,-12.48660,31.85400
1967,45.48454,-10.82254,31.85400
1968,43.26579,-8.60379,31.85400
1969,37.99625,-35.50616,32.16600
1970,44.92985,-34.11943,32.16600
1971,37.16422,-32.17803,32.01000
1972,37.44156,-30.51396,32.16600
1973,34.11343,-27.74052,32.16600
1974,37.99625,-24.41240,32.16600
1975,33.55875,-21.08427,32.16600
1976,33.55875,-17.75614,32.16600
1977,63.51189,-14.98270,32.16600
1978,57.13298,-13.59598,32.16600
1979,37.16422,-11.37723,32.16600
1980,40.49234,-9.71316,32.16600
1981,49.92204,-36.89288,32.47800
1982,49.92204,-34.67412,32.47800
1983,55.19157,-33.28740,32.47800
1984,43.26579,-31.90068,32.47800
1985,61.84783,-29.40459,32.47800
1986,39.10563,-26.07646,32.47800
1987,65.73064,-23.30302,32.47800
1988,63.23455,-20.25224,32.47800
1989,34.66812,-16.09208,32.47800
1990,62.40252,-14.42801,32.47800
1991,39.93766,-12.48660,32.47800
1992,44.37516,-10.82254,32.47800
1993,46.59391,-8.60379,32.47800
1994,37.44156,-34.95147,32.79000
1995,58.51970,-33.84209,32.79000
1996,39.38297,-32.45537,32.79000
1997,63.51189,-30.51396,32.79000
1998,64.34393,-26.90849,32.79000
1999,38.82828,-24.13505,32.79000
2000,67.39471,-21.08427,32.79000
2001,37.71890,-17.75614,32.63400
2002,34.94547,-14.98270,32.63400
2003,56.85564,-13.31864,32.79000
2004,37.99625,-11.09988,32.79000
2005,54.35954,-9.99051,32.63400
2006,45.48454,-36.89288,33.10200
2007,42.98844,-34.39678,33.10200
2008,40.49234,-33.56475,33.10200
2009,44.09782,-32.17803,33.10200
2010,34.66812,-29.40459,33.10200
2011,66.84003,-26.63115,33.10200
2012,68.50409,-23.30302,33.10200
2013,39.93766,-20.52958,32.94600
2014,61.84783,-17.20145,33.10200
2015,41.04703,-14.42801,32.94600
2016,36.60953,-12.48660,33.10200
2017,56.57830,-11.37723,33.10200
2018,45.48454,-8.60379,33.10200
2019,49.09001,-34.95147,33.41400
2020,40.21500,-33.28740,33.41400
2021,43.26579,-32.45537,33.41400
2022,39.66031,-29.95927,33.41400
2023,39.38297,-26.90849,33.41400
2024,37.16422,-23.30302,33.25800
2025,64.06658,-21.08427,33.41400
2026,61.29314,-17.75614,33.41400
2027,59.35173,-15.26004,33.41400
2028,39.93766,-13.04129,33.41400
2029,46.03922,-11.37723,33.41400
2030,43.26579,-9.15848,33.41400
2031,53.25017,-36.33819,33.72600
2032,45.48454,-34.11943,33.72600
2033,60.46111,-33.01006,33.72600
2034,59.90643,-30.79131,33.72600
2035,39.66031,-27.18583,33.72600
2036,36.88687,-23.58036,33.57000
2037,37.99625,-20.52958,33.72600
2038,61.29314,-17.20145,33.72600
2039,57.96502,-14.42801,33.72600
2040,52.97282,-12.20926,33.72600
2041,39.38297,-10.82254,33.72600
2042,44.37516,-36.89288,34.03800
2043,47.70329,-34.67412,34.03800
2044,54.91423,-33.56475,34.03800
2045,61.84783,-31.62334,34.03800
2046,61.57049,-29.12724,34.03800
2047,34.11343,-24.96708,34.03800
2048,33.83609,-21.08427,33.88200
2049,65.73064,-18.31083,34.03800
2050,58.79705,-15.26004,34.03800
2051,54.08220,-12.76395,34.03800
2052,48.81266,-11.37723,34.03800
2053,42.71110,-36.89288,34.35000
2054,46.03922,-34.39678,34.19400
2055,44.65250,-33.28740,34.35000
2056,40.76969,-31.62334,34.35000
2057,61.57049,-29.12724,34.35000
2058,39.66031,-25.52177,34.35000
2059,38.55094,-21.63896,34.35000
2060,34.39078,-18.31083,34.19400
2061,39.10563,-15.53739,34.35000
2062,40.21500,-13.31864,34.35000
2063,50.47673,-11.93192,34.35000
2064,50.47673,-9.43582,34.19400
2065,39.38297,-35.78350,34.66200
2066,44.92985,-34.11943,34.66200
2067,60.73846,-32.73272,34.66200
2068,35.50015,-30.23662,34.66200
2069,66.00799,-27.46318,34.66200
2070,38.82828,-24.13505,34.66200
2071,66.84003,-20.52958,34.66200
2072,61.57049,-18.03348,34.66200
2073,39.38297,-15.26004,34.66200
2074,41.32438,-12.76395,34.66200
2075,48.25798,-11.37723,34.66200
2076,43.54313,-36.61553,34.97400
2077,45.48454,-34.67412,34.97400
2078,36.33218,-32.73272,34.97400
2079,35.77750,-31.06865,34.97400
2080,65.17596,-28.29521,34.97400
2081,64.89861,-25.52177,34.81800
2082,37.99625,-21.08427,34.97400
2083,38.82828,-19.14286,34.97400
2084,37.71890,-16.36942,34.97400
2085,36.88687,-13.31864,34.97400
2086,45.48454,-11.93192,34.97400
2087,53.25017,-10.26785,34.97400
2088,52.69548,-36.33819,35.28600
2089,57.68767,-34.11943,35.28600
2090,60.46111,-32.45537,35.28600
2091,63.78924,-30.23662,35.28600
2092,37.44156,-26.63115,35.28600
2093,65.45330,-23.58036,35.28600
2094,38.82828,-19.97489,35.13000
2095,37.16422,-16.92411,35.28600
2096,56.57830,-14.15067,35.28600
2097,38.55094,-11.65457,35.28600
2098,44.37516,-9.71316,35.28600
2099,53.52751,-36.06084,35.59800
2100,54.08220,-33.84209,35.59800
2101,44.92985,-31.90068,35.59800
2102,35.22281,-28.84990,35.59800
2103,34.66812,-26.07646,35.59800
2104,34.66812,-22.74833,35.59800
2105,66.28533,-19.97489,35.59800
2106,59.35173,-16.92411,35.59800
2107,60.46111,-14.70536,35.59800
2108,57.68767,-12.48660,35.59800
2109,52.14079,-10.26785,35.59800
2110,52.69548,-36.33819,35.91000
2111,57.68767,-34.11943,35.91000
2112,61.57049,-31.90068,35.91000
2113,35.50015,-28.57256,35.91000
2114,40.21500,-25.52177,35.91000
2115,39.38297,-21.63896,35.75400
2116,65.73064,-18.31083,35.91000
2117,63.78924,-16.36942,35.91000
2118,37.16422,-13.59598,35.91000
2119,45.48454,-11.93192,35.91000
2120,47.70329,-9.71316,35.91000
2121,56.02361,-35.22881,36.22200
2122,36.88687,-32.73272,36.22200
2123,62.67986,-31.34599,36.22200
2124,39.93766,-28.01787,36.22200
2125,64.89861,-25.24443,36.22200
2126,66.84003,-21.08427,36.22200
2127,39.93766,-17.47880,36.22200
2128,39.10563,-14.98270,36.22200
2129,37.99625,-12.76395,36.22200
2130,54.63689,-11.09988,36.22200
2131,49.92204,-36.89288,36.53400
2132,57.13298,-34.67412,36.53400
2133,41.04703,-32.45537,36.53400
2134,35.77750,-29.95927,36.53400
2135,35.22281,-27.74052,36.53400
2136,35.22281,-24.96708,36.53400
2137,66.84003,-21.08427,36.53400
2138,61.57049,-17.75614,36.37800
2139,36.33218,-14.98270,36.53400
2140,58.24236,-13.31864,36.37800
2141,56.02361,-11.93192,36.53400
2142,48.25798,-36.89288,36.84600
2143,50.47673,-34.67412,36.84600
2144,37.16422,-32.45537,36.84600
2145,63.51189,-30.51396,36.84600
2146,65.17596,-28.29521,36.84600
2147,39.93766,-25.24443,36.84600
2148,62.95721,-21.08427,36.84600
2149,65.17596,-18.31083,36.84600
2150,58.79705,-15.81473,36.84600
2151,59.35173,-14.15067,36.84600
2152,46.59391,-11.93192,36.84600
2153,44.37516,-36.89288,37.15800
2154,47.42595,-34.39678,37.15800
2155,42.43375,-32.73272,37.15800
2156,62.12518,-31.34599,37.15800
2157,40.76969,-28.29521,37.15800
2158,35.22281,-24.96708,37.15800
2159,39.93766,-21.08427,37.00200
2160,61.84783,-18.31083,37.15800
2161,38.27359,-15.81473,37.15800
2162,54.35954,-13.59598,37.15800
2163,46.59391,-11.93192,37.15800
2164,46.59391,-36.89288,37.47000
2165,49.64470,-34.39678,37.47000
2166,45.20719,-32.73272,37.47000
2167,36.60953,-30.79131,37.47000
2168,61.57049,-28.57256,37.47000
2169,66.56268,-26.07646,37.31400
2170,64.89861,-22.47099,37.47000
2171,37.71890,-18.31083,37.31400
2172,36.33218,-15.53739,37.47000
2173,38.55094,-12.76395,37.47000
2174,41.04703,-11.37723,37.47000
2175,49.36735,-36.89288,37.78200
2176,37.99625,-33.84209,37.78200
2177,41.32438,-32.17803,37.78200
2178,60.46111,-30.23662,37.78200
2179,62.95721,-27.74052,37.78200
2180,64.89861,-24.68974,37.78200
2181,64.06658,-20.52958,37.78200
2182,39.10563,-17.20145,37.78200
2183,60.46111,-15.26004,37.78200
2184,39.10563,-12.20926,37.78200
2185,43.26579,-10.26785,37.78200
2186,41.04703,-35.78350,38.09400
2187,46.59391,-33.56475,38.09400
2188,61.84783,-31.62334,38.09400
2189,41.04703,-28.84990,37.93800
2190,39.66031,-26.07646,38.09400
2191,64.89861,-22.47099,38.09400
2192,61.57049,-18.58817,38.09400
2193,62.67986,-16.36942,38.09400
2194,42.43375,-13.31864,38.09400
2195,41.04703,-11.37723,38.09400
2196,49.92204,-36.89288,38.40600
2197,38.55094,-33.84209,38.40600
2198,56.57830,-32.45537,38.40600
2199,40.49234,-29.68193,38.40600
2200,62.95721,-27.18583,38.40600
2201,39.93766,-24.13505,38.40600
2202,35.22281,-20.52958,38.40600
2203,64.34393,-18.03348,38.40600
2204,60.18377,-14.98270,38.40600
2205,52.14079,-13.04129,38.40600
2206,52.14079,-10.82254,38.40600
2207,41.04703,-35.78350,38.71800
2208,59.35173,-33.56475,38.71800
2209,59.35173,-30.79131,38.71800
2210,38.27359,-28.57256,38.71800
2211,64.34393,-25.24443,38.71800
2212,39.93766,-22.47099,38.71800
2213,35.50015,-18.31083,38.56200
2214,62.67986,-16.36942,38.71800
2215,37.99625,-13.31864,38.71800
2216,56.02361,-12.48660,38.71800
2217,49.36735,-36.89288,39.03000
2218,57.13298,-34.67412,39.03000
2219,60.46111,-32.45537,39.03000
2220,61.29314,-29.40459,39.03000
2221,63.78924,-26.35380,39.03000
2222,65.17596,-23.30302,39.03000
2223,65.73064,-19.97489,39.03000
2224,57.68767,-16.36942,39.03000
2225,57.96502,-13.87332,39.03000
2226,55.46892,-12.48660,39.03000
2227,48.81266,-36.89288,39.34200
2228,38.82828,-34.11943,39.34200
2229,43.82047,-31.90068,39.34200
2230,64.34393,-29.12724,39.34200
2231,37.99625,-24.96708,39.34200
2232,67.11737,-22.47099,39.34200
